CensusBloc,population density,% White,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >60,med income,% unemployment,% female hh,% <highschool,% security inc,% assistant inc,% renter hh,% stay >=5yrs,Lonpro,Latpro,DV rate
170314911001,1714.3428331614589,0.0,0.0,0.0,0.0,0.02393617,0.1436170209999999,0.103723404,0.061170213,0.164893617,0.390957447,25139.0,0.1212121209999999,0.123287671,0.302250804,0.184931507,0.0,0.246575342,1.0,447171.0,4617164.0,34.57446808510638
170314911002,3778.539299382188,0.029411765,0.0,0.0,0.0,0.029411765,0.215294118,0.096470588,0.108235294,0.1682352939999999,0.145882353,18800.0,0.2,0.028571429,0.1024208569999999,0.035714286,0.0,0.25,1.0,447123.0,4616675.0,10.588235294117649
170314911003,2593.933807122437,0.051546392,0.0,0.0,0.0,0.048109966,0.199312715,0.0,0.226804124,0.134020619,0.391752577,78611.0,0.122529644,0.0,0.0,0.03875969,0.0,0.108527132,0.84496124,447131.0,4616108.0,20.61855670103093
170314911004,4507.790294792768,0.060461957,0.0,0.0,0.0,0.008831522,0.107336957,0.110054348,0.151494565,0.136548913,0.371603261,62667.0,0.13836478,0.261235955,0.180016515,0.0,0.0870786519999999,0.328651685,0.8679775279999999,446739.0,4616225.0,7.472826086956522
170314911005,2986.954515638285,0.0,0.0,0.0,0.0,0.034836066,0.094262295,0.141393443,0.131147541,0.092213115,0.31045082,41974.0,0.128019324,0.2270114939999999,0.193776521,0.1034482759999999,0.028735632,0.261494253,0.761494253,446727.0,4617034.0,7.172131147540984
170315703001,7308.743689268908,0.368595041,0.0,0.0,0.0,0.8487603309999999,0.15785124,0.118181818,0.165289256,0.095867769,0.0876033059999999,48813.0,0.038602941,0.280936455,0.280864198,0.076923077,0.076923077,0.411371237,0.74916388,439694.0,4628493.0,2.479338842975207
170315703002,6413.734454970926,0.668549906,0.0,0.0762711859999999,0.0,0.7363465159999999,0.155367232,0.20433145,0.061205273,0.066854991,0.219397363,66176.0,0.1229656419999999,0.108391608,0.324242424,0.0,0.0,0.237762238,0.825174825,439699.0,4628086.0,4.708097928436911
170315703003,8759.855318868782,0.454480287,0.0,0.043010753,0.0,0.7964157709999999,0.0516129029999999,0.140501792,0.159139785,0.063799283,0.24516129,36302.0,0.105263158,0.070217918,0.321864595,0.0,0.0,0.559322034,0.89346247,439390.0,4628303.0,5.734767025089606
170315704001,10322.888794837188,0.580298013,0.0,0.0397350989999999,0.007450331,0.892384106,0.211092715,0.136589404,0.04718543,0.149834437,0.1754966889999999,44583.0,0.085178876,0.136094675,0.363065327,0.085798817,0.0147928989999999,0.461538462,0.7840236690000001,440280.0,4628601.0,4.13907284768212
170315704002,1247.2229133777528,0.875,0.0,0.0,0.0,0.6990740740000001,0.18287037,0.280092593,0.020833333,0.094907407,0.215277778,32891.0,0.091603053,0.0218579229999999,0.14527027,0.0,0.0,0.655737705,0.8852459020000001,440255.0,4628299.0,4.62962962962963
170315705001,7751.390149639964,0.476702509,0.0,0.0659498209999999,0.0,0.823655914,0.205017921,0.12688172,0.159856631,0.0673835129999999,0.141218638,52109.0,0.139751553,0.085173502,0.315533981,0.031545741,0.0,0.283911672,0.8864353309999999,439348.0,4627787.0,0.7168458781362007
170315705002,5167.67794809176,0.727561557,0.0,0.055599682,0.009531374,0.730738681,0.2152501989999999,0.130262113,0.125496426,0.0849880859999999,0.123113582,43125.0,0.070038911,0.0302267,0.20782726,0.022670025,0.0100755669999999,0.6599496220000001,0.7254408059999999,439002.0,4627592.0,8.737092930897537
170315801001,2989.3265159820785,0.363952679,0.0,0.393180237,0.0,0.53375087,0.124565066,0.173973556,0.121085595,0.039665971,0.2477383439999999,43047.0,0.093457944,0.103117506,0.2688888889999999,0.023980815,0.033573141,0.414868106,0.78177458,442630.0,4631136.0,2.08768267223382
170315801002,4461.724742522359,0.2973830289999999,0.109436955,0.161776368,0.0,0.7002379059999999,0.193497224,0.205392546,0.12371134,0.1189532119999999,0.1443298969999999,43975.0,0.06518724,0.2392776519999999,0.213114754,0.056433409,0.015801354,0.516930023,0.767494357,442657.0,4630542.0,6.3441712926249005
170313007001,14762.790187316114,0.563293732,0.0,0.015977059,0.0,0.944285129,0.167144613,0.136009832,0.1757476439999999,0.064727571,0.1392871769999999,41520.0,0.0946291559999999,0.266002845,0.483641536,0.0,0.036984353,0.689900427,0.753911807,440854.0,4633356.0,9.422367882015568
170313008001,11663.719627804294,0.603049422,0.0,0.0,0.0,0.974763407,0.185594111,0.194006309,0.081493165,0.08254469,0.096740273,28250.0,0.1681877439999999,0.335282651,0.563265306,0.0448343079999999,0.052631579,0.637426901,0.81871345,441258.0,4633356.0,12.618296529968454
